Accession;"ST6512-R1
Absolute abundance (mg protein / g CDW)";"ST6512-R2
Absolute abundance (mg protein / g CDW)";"ST6512-R3
Absolute abundance (mg protein / g CDW)";"OKYL029-R1
Absolute abundance (mg protein / g CDW)";"OKYL029-R2
Absolute abundance (mg protein / g CDW)";"OKYL029-R3
Absolute abundance (mg protein / g CDW)";"JFYL007-R1
Absolute abundance (mg protein / g CDW)";"JFYL007-R2
Absolute abundance (mg protein / g CDW)";"JFYL007-R3
Absolute abundance (mg protein / g CDW)";"JFYL014-R1
Absolute abundance (mg protein / g CDW)";"JFYL014-R2
Absolute abundance (mg protein / g CDW)";"JFYL014-R3
Absolute abundance (mg protein / g CDW)";"JFYL018-R1
Absolute abundance (mg protein / g CDW)-R1";"JFYL018-R2
Absolute abundance (mg protein / g CDW)-R2";"JFYL018-R3
Absolute abundance (mg protein / g CDW)-R3"
Q6CI48;0.025047271;0.020772871;0.015511624;0.044187978;0.019442182;0.018790843;0.0209661;0.027641834;0.023471975;0.027452952;0.023407111;0.025078483;0.017040289;0.021450227;0.023572701
Q6CHJ8;0.059233106;0.051441402;0.040348952;0.04129172;0.054965286;0.053216055;0.073711282;0.075599511;0.069645691;0.075870782;0.079400691;0.076745893;0.051693862;0.066648957;0.071287417
Q6CAX1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C2L3;0.003425489;0.004175467;0.003670421;0.015651434;0.004828771;0.005096525;0.003245533;0.004298924;0.003229848;0.003446161;0.003317115;0.006760008;0.003938537;0.005130286;0.00230834
Q6C154;0.012021321;0.009082591;0.006321587;0.007724285;0.012196146;0.012643503;0.009543768;0.010260645;0.009286542;0.011615108;0.009309387;0.010806368;0.009600213;0.010555676;0.012873286
Q6C0Y1;0.018929101;0.017017208;0.015140928;0.01056711;0.017845407;0.020181894;0.01491967;0.017560962;0.021690434;0.020814484;0.027691367;0.023925405;0.013692802;0.021957438;0.018600701
Q6CEP0;0.006836729;0.006196519;0.00429961;0.004179194;0.006455405;0.005882235;0.00917202;0.011284275;0.010409758;0.011646725;0.014027289;0.0142175;0.006261329;0.00992895;0.007535132
Q6CA15;0.012061792;0.011724502;0.007803543;0.006148095;0.010451814;0.012231913;0.006582652;0.00717407;0.006815275;0.007587878;0.0051684;0.007111604;0.005324588;0.005146789;0.007157108
Q6C6G2;0.023073583;0.024789076;0.016422898;0.035316301;0.018577795;0.018846655;0.039981613;0.039358174;0.038184294;0.051942765;0.027383572;0.053492345;0.024281308;0.03769517;0.046338384
Q6C7G6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6CCH6;0.04190359;0.046511489;0.030941103;0.030340702;0.023146044;0.026519507;0.011928594;0.014079874;0.012484454;0.013054163;0.012421946;0.011808712;0.008701504;0.008175598;0.011687206
Q6CE41;0.041450194;0.051788714;0.034933876;0.024191649;0.049828385;0.044153976;0.061373523;0.042975413;0.049644823;0.056741436;0.056765904;0.061701134;0.042314248;0.052361075;0.050153693
Q6CDK8;0.035197686;0.031120794;0.022042261;0.034915832;0.038266771;0.032037079;0.028522206;0.029317497;0.033968538;0.02918623;0.02556605;0.031118055;0.02257913;0.028702214;0.031368014
Q6CFB2;0.004747289;0.004410032;0.002938968;0.003263139;0.003335492;0.003977259;0.004794439;0.005402886;0.005987143;0.006119059;0.006459597;0.007586583;0.004669271;0.006913643;0.007792604
Q6C9B8;0.01006134;0.010824755;0.006988384;0.032167465;0.01258022;0.00901195;0.011960392;0.010525715;0.009055839;0.008048178;0.009132835;0.010117327;0.014680001;0.012896686;0.012245195
Q6C8Z5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C9V5;0.026990097;0.023735744;0.021284637;0.01397477;0.027750291;0.02650231;0.00503905;0.005331267;0.00656279;0.006470568;0.005585983;0.007318174;0.004434952;0.004926099;0.003091041
Q6C136;0.022828959;0.020359215;0.022496408;0.036184588;0.037615965;0.024771427;0.04880935;0.04342531;0.03930968;0.040979561;0.073567581;0.051200071;0.052449065;0.050204398;0.053239576
cont_P02769;0.03713073;0.034250914;0.323099232;0.078253508;0.055763721;0.036200476;0.060487609;0.107762181;0.054395957;0.059112395;0.071206372;0.062893814;0.050240528;0.068340519;0.26895017
Q6CEF2;0.135454309;0.11557574;0.085807432;0.236981305;0.111485259;0.109837638;0.079385806;0.076737598;0.06579816;0.061897955;0.036192634;0.05435873;0.057064907;0.060644599;0.088566041
Q6CDV3;0.003874049;0.003407658;0.003062162;0.00363063;0.00253463;0.00327815;0.003070661;0.005257441;0.004635394;0.00386497;0.004318979;0.00371504;0.003705111;0.003342171;0.004477341
Q6C0G2;0.033706217;0.031552404;0.026161031;0.044165867;0.02477106;0.024756626;0.037936238;0.043586931;0.047938727;0.047934022;0.049931014;0.051213064;0.037691323;0.053899531;0.049554386
Q6CCD4;0.017177155;0.016383511;0.013571427;0.007200854;0.014100598;0.014807244;0.021658867;0.023932588;0.026130034;0.022921518;0.02657006;0.029338667;0.016724385;0.021714742;0.020652578
Q6C2U3;0.016021662;0.014827297;0.012602268;0.015943207;0.013127459;0.014198044;0.019316813;0.019600179;0.020402422;0.02554204;0.028685355;0.029035086;0.015777119;0.019693127;0.018197033
Q6C481;0.002431813;0.002303089;0.00211465;0.001746193;0.002504058;0.002739012;0.004003943;0.003699255;0.004277725;0.004294636;0.005013868;0.005547051;0.002913104;0.003122915;0.004574585
W0TYM1;0.136999782;0.13275787;0.115455415;0.08608797;0.143007172;0.148781748;0.168478069;0.158006342;0.182562457;0.184466222;0.200584854;0.215254105;0.107898116;0.130331401;0.139900599
Q6CDZ6;0.053006038;0.057493164;0.047403775;0.072213383;0.054387736;0.057472436;0.055040629;0.060819277;0.062576055;0.066258432;0.068468316;0.070363852;0.046641537;0.059340893;0.059563043
Q6CAY1;0.043920373;0.046653079;0.035138562;0.021534864;0.04866334;0.050770414;0.026271055;0.029084721;0.029056278;0.026592386;0.019386074;0.032984702;0.02268782;0.036500693;0.031514181
Q6CGF4;0.00254019;0.001429992;0.00488662;0.017307003;0.009637176;0.009388318;0.006694717;0.006392653;0.007445148;0.005699268;0.006905297;0.00689891;0.006967505;0.005899912;0.008368688
Q6CG52;0.023938799;0.01849409;0.014560656;0.016429534;0.023822141;0.019606559;0.0133407;0.010278244;0.010244453;0.010702308;0.010337026;0.016694312;0.01075648;0.013281778;0.015068305
Q6CGI8;0.010105215;0.006428892;0.003061397;0.007168167;0.014163052;0.010791095;0.00698126;0.007191844;0.005959896;0.005586045;0.003495361;0.00502037;0.006307853;0.005390176;0.008459477
Q6C9T0;0.044471389;0.036819753;0.027932685;0.021952969;0.051607763;0.047358863;0.046290482;0.051201023;0.037796457;0.042773519;0.030465246;0.04378334;0.039667708;0.038028704;0.0394586
Q6C4L8;0.008126387;0.007397231;0.006601425;0.006175523;0.005676955;0.00699868;0.010836405;0.014779594;0.010798559;0.016316294;0.01441506;0.018387897;0.009099977;0.012778368;0.014874337
Q6CAU9;0.00568952;0.005401779;0.003630503;0.003203634;0.005343439;0.005131195;0.004289226;0.004583046;0.00446082;0.004266077;0.00331113;0.003465123;0.002980612;0.004370891;0.005394339
Q6C425;0.1012968;0.089222411;0.0707346;0.095584714;0.112021649;0.116903262;0.0583376;0.069258872;0.06381343;0.082574137;0.057546161;0.078903129;0.059661951;0.062643279;0.094703319
Q6CDC9;0.039805605;0.03156065;0.022615206;0.018175116;0.035639328;0.033207342;0.038438484;0.046363971;0.04277082;0.047669086;0.041654121;0.05290867;0.029380068;0.031690467;0.035546278
Q6CDV2;0.001013217;0.001088639;0.004953713;0.002392324;0.005065263;0.005606824;0.014575939;0.011701703;0.012931045;0.009550632;0.015798937;0.014264058;0.007356525;0.009451957;0.006982877
Q6C0G6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C072;0.016908826;0.013844845;0.013974984;0.015544452;0.017279253;0.018104352;0.024146305;0.029062562;0.02552915;0.034177262;0.034764492;0.039805837;0.02171099;0.023832192;0.022423271
Q6C1P5;0.031417136;0.028558008;0.019573178;0.019755607;0.034991901;0.034193376;0.030891882;0.026854405;0.028380457;0.03079453;0.014074603;0.024865403;0.026723942;0.027994538;0.038485533
Q6C3S6;0.002341698;0.00296664;0.002506882;0.004838574;0.003962077;0.002929794;0.00715952;0.006351151;0.005049969;0.005416125;0.005863571;0.00971171;0.004477789;0.005203929;0.006485481
Q6CDG6;0.006160376;0.005039887;0.003262865;0.012424265;0.006778428;0.00577727;0.001795985;0.002107786;0.00148919;0.001094755;0.001040681;0.001299354;0.00144158;0.00117489;0.002900185
Q6C9D9;0.067705575;0.045771436;0.023949852;0.093676393;0.068641935;0.058267624;0.018680131;0.023047984;0.01326061;0.010848578;0.007805786;0.013018517;0.013764734;0.011545754;0.027487098
Q6C1J7;0.024301732;0.023644287;0.011712482;0.029895082;0.041599455;0.026134487;0.019652326;0.0216996;0.01880135;0.028871471;0.04660656;0.034494432;0.017428349;0.019459361;0.021907147
Q6CFD3;0.014497617;0.013098233;0.009866966;0.029238316;0.013116277;0.014297496;0.017338342;0.024719494;0.021956877;0.020851234;0.023168593;0.019994251;0.012254283;0.006296751;0.0145306
Q6C7K7;0.061886227;0.040159793;0.025616647;0.030745355;0.065812736;0.05544498;0.039605611;0.048246504;0.035250655;0.044782337;0.038404533;0.043994429;0.040537792;0.038566159;0.046819241
Q6C6F4;0.046513309;0.046171692;0.024394315;0.010749897;0.029080191;0.033837386;0.062955014;0.073080541;0.090359727;0.091788662;0.074371269;0.104334814;0.025708386;0.042054713;0.030278975
Q6C9R5;0.018619066;0.014703605;0.010971791;0.0150669;0.012270948;0.012646684;0.018644632;0.018004005;0.020374559;0.01880474;0.021342094;0.022926004;0.011187265;0.019228571;0.01773257
Q6CHS4;0.032747004;0.034062471;0.029563481;0.052414106;0.03619223;0.042329813;0.037061562;0.055347241;0.041543251;0.057555264;0.043773905;0.053430951;0.025854529;0.036129633;0.04236351
Q6CFS6;0.00080271;0.000579609;0.001572114;0.003294838;0.002911091;0.001784658;0.002489408;0.00266514;0.00211901;0.002176129;0.003115409;0.001899262;0.002318748;0.002587055;0.002585635
Q6CCS9;0.002409821;0.002118169;0.00149591;0.001538825;0.002650045;0.003224459;0.002695237;0.00310008;0.002486806;0.002496695;0.002897782;0.003003107;0.001512909;0.002822336;0.002737334
Q6CAW9;0.029898426;0.034114103;0.020657805;0.048358659;0.036518584;0.031436043;0.013974231;0.017976589;0.017267149;0.014682914;0.013531113;0.012512142;0.013831593;0.014995054;0.020267639
Q6CAH8;0.045392626;0.046025117;0.033145512;0.035975071;0.030313638;0.034370481;0.054734052;0.068561592;0.064706478;0.072560848;0.076632345;0.079416877;0.044125877;0.0536495;0.053701129
Q6CF19;0.013077937;0.008993083;0.005645694;0.028153625;0.013831701;0.011716886;0.009836115;0.010562396;0.012390844;0.013823358;0.012210614;0.014448924;0.010344019;0.011987241;0.011335891
Q6CES5;0.047390389;0.043598055;0.035073795;0.051701177;0.036322919;0.042321861;0.06484261;0.071438887;0.062065673;0.082639866;0.072953374;0.083747344;0.047277726;0.063512966;0.058252635
Q6CAG1;0.023587381;0.014630383;0.037691606;0.102026499;0.054331825;0.041969285;0.084905308;0.081260874;0.067421925;0.059363585;0.096181787;0.072111874;0.072795814;0.074873668;0.08537986
Q6C0N8;0.014797893;0.01343921;0.009354726;0.014246205;0.014800534;0.011566181;0.015779642;0.015068886;0.011083141;0.013765933;0.014868241;0.012357096;0.011699188;0.014890848;0.01500607
Q6CGD5;0.020713645;0.0205792;0.019590524;0.027969502;0.019666064;0.022725671;0.017733695;0.01852372;0.016341308;0.015138809;0.014404558;0.014143232;0.012485385;0.016314679;0.015758171
Q6CDQ6;0.003524909;0.002842854;0.002447627;0.003863624;0.002788776;0.002986835;0.006491671;0.003404212;0.003668187;0.005775209;0.006034082;0.005534832;0.003895901;0.004057555;0.003178632
Q6C1X2;0.081229317;0.073414517;0.055653071;0.058491219;0.080397692;0.077213349;0.062642765;0.071690337;0.069118591;0.076578064;0.060668459;0.087682601;0.060632255;0.073525845;0.076739756
Q6C9F0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C118;0.004970658;0.004174605;0.003871427;0.008015767;0.004844284;0.004436518;0.008110289;0.009900286;0.00930101;0.011146168;0.010541046;0.009129284;0.00558961;0.00804229;0.007311833
Q6CED3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C4Y5;0.031154966;0.032074609;0.092302834;0.022192414;0.028017237;0.029278558;0.032580843;0.032550097;0.038586277;0.038538833;0.032880601;0.042643937;0.025068734;0.033675088;0.034902714
Q6C794;0.017890769;0.016135471;0.011304799;0.015004199;0.015923111;0.01532488;0.01034671;0.012474668;0.014562848;0.009743892;0.006932567;0.009072052;0.010420442;0.013949165;0.014933692
Q6CCH4;0.048853207;0.039697166;0.024563399;0.0269897;0.050294541;0.047195542;0.040378777;0.051080148;0.040632145;0.038696016;0.018404846;0.028242642;0.034799693;0.026313047;0.046372153
Q6CGW8;0.022804039;0.021873805;0.020142634;0.008547246;0.01799896;0.020023111;0.029828733;0.032074498;0.036535398;0.042804658;0.042217202;0.040909027;0.021672511;0.030278223;0.02529761
B5FVD0;0.002271926;0.002053437;0.001605532;0.001591764;0.002100236;0.002282553;0.002469558;0.002886908;0.003471589;0.003286874;0.002933042;0.003429327;0.002300156;0.002570684;0.002688353
Q6C8N5;0.010467954;0.011424418;0.009521947;0.008941643;0.008217367;0.008403683;0.005561408;0.007951769;0.007572784;0.0079294;0.00812524;0.008425467;0.0073881;0.010708915;0.007548674
Q6C9E7;0.012108465;0.009472933;0.010155278;0.011822821;0.012376394;0.010718298;0.016486509;0.021112362;0.018183211;0.022687777;0.018987462;0.02475421;0.011226862;0.01364933;0.017476482
Q6C554;0.011795371;0.010545755;0.008241714;0.005582331;0.01016926;0.010804051;0.009913836;0.011689476;0.011443275;0.011180506;0.011757348;0.011252508;0.008328417;0.011165498;0.009626253
Q6C8V6;0.001981236;0.00228937;0.003914722;0.003732353;0.005364543;0.003613656;0.0108995;0.006328847;0.005531175;0.008850953;0.00822382;0.007422856;0.003755993;0.006025858;0.006944988
Q6CE47;0.014649913;0.013610543;0.01558641;0.016149325;0.014308445;0.018585282;0.023040383;0.031110985;0.038039887;0.037070239;0.037347874;0.036483897;0.0197357;0.028125134;0.0234174
Q6CGT0;0.016087941;0.013734047;0.011667372;0.010516206;0.014829013;0.013527881;0.011759446;0.015231901;0.015317517;0.015817897;0.015968177;0.016274097;0.013071742;0.01586995;0.017164151
Q6C0H0;0.007235058;0.006419802;0.005943308;0.009845697;0.00746033;0.008716542;0.01556717;0.016820611;0.015036981;0.016868693;0.019400076;0.017062588;0.014025578;0.015000183;0.011266798
Q6C8N1;0.017317891;0.009510078;0.005831026;0.010504729;0.01431544;0.013310508;0.007562776;0.011233683;0.007565255;0.010216535;0.004885053;0.011051587;0.00805374;0.010971145;0.012165931
Q6C902;0.011580526;0.01523698;0.219800905;0.134312336;0.270273479;0.246954071;0.043144331;0.034184433;0.039375507;0.015012204;0.016139535;0.021733502;0.057588137;0.060964181;0.062252432
Q6C0U6;0.041898428;0.034876083;0.033598959;0.01319516;0.033801494;0.033068725;0.058376986;0.057545466;0.057129837;0.070095293;0.054118723;0.073924411;0.044568394;0.048612923;0.047640148
Q6CDQ2;0.005076129;0.00686558;0.005136289;0.005747016;0.010047445;0.005947504;0.004959754;0.006003077;0.005299293;0.005138481;0.007092012;0.004991918;0.004718387;0.006152547;0.003994842
Q6C8E8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C4J9;0.016644726;0.01515062;0.015453818;0.023998722;0.017244707;0.017443772;0.040082387;0.043921616;0.03940905;0.035178936;0.052204342;0.044192079;0.031944844;0.037825953;0.036275819
Q6C3Q0;0.021854889;0.01819841;0.008609176;0.011818376;0.023826852;0.018760478;0.004152506;0.004857526;0.003649192;0.003478423;0.00366398;0.003292536;0.00438045;0.003520844;0.008666065
Q6C1A7;0.050565442;0.042758074;0.02109107;0.031458139;0.055656086;0.046507099;0.005721157;0.007457234;0.003645816;0.003756908;0.004276041;0.005980348;0.004211314;0.004642635;0.013310665
Q6CAB1;0.015822258;0.016766244;0.028725464;0.07379181;0.044110532;0.024598564;0.031558812;0.030140183;0.031066246;0.031914421;0.046853687;0.030782127;0.084720003;0.287975441;0.116716929
Q6CDJ8;0.021773254;0.01783245;0.010628349;0.011814104;0.018560594;0.017457322;0.009590086;0.011843227;0.01103095;0.013700232;0.014581901;0.013037604;0.011238683;0.011607225;0.014110855
Q6C842;0.074565922;0.076344949;0.07033485;0.049530864;0.078762041;0.08008519;0.11460819;0.119543896;0.124458795;0.126694049;0.12610744;0.134901838;0.082876844;0.126654393;0.122086892
Q6C4U8;0.013919079;0.009920286;0.008876829;0.016098217;0.00718696;0.009068016;0.012549443;0.015004644;0.013864843;0.016007538;0.015707894;0.016638686;0.011122127;0.018073161;0.014985123
Q6CH57;0.029640074;0.028782903;0.016873238;0.018018915;0.019908171;0.023361504;0.024449338;0.028407016;0.035661479;0.031226103;0.03148738;0.034855661;0.019992276;0.023280306;0.020719655
Q6C1H4;0.002845953;0.001806465;0.002225658;0.00377733;0.003642313;0.0033751;0.006125253;0.004340251;0.00456812;0.002885851;0.005613733;0.004238421;0.004235447;0.004133165;0.005029424
Q6C9N7;0.074829827;0.064498517;0.04547836;0.052001027;0.064931101;0.07099739;0.060822912;0.070933722;0.062992398;0.065044843;0.072291769;0.079136991;0.051908562;0.066757787;0.060484996
Q6C4T3;0.047812575;0.048282121;0.03704276;0.021809698;0.029932157;0.033159207;0.018538868;0.024944108;0.02407728;0.02761165;0.022437598;0.026339931;0.032933294;0.041801944;0.038989527
Q6C2C2;0.032562956;0.03217032;0.023944309;0.050315502;0.034819409;0.034355722;0.147935758;0.147671785;0.131594606;0.153823097;0.121478295;0.16511361;0.073473142;0.087718742;0.107686036
Q6CD54;0.072933349;0.073670428;0.061164898;0.067212884;0.06646083;0.077640631;0.081411566;0.085058845;0.088468367;0.065542314;0.069691224;0.098696787;0.071197321;0.097339805;0.090297721
Q6C1X0;0.011587011;0.011448463;0.023109032;0.026177053;0.063874714;0.044493765;0.021091477;0.024967284;0.018103292;0.017385015;0.017316371;0.018299359;0.017639317;0.016290708;0.029682607
Q6CBW9;0.024713617;0.024647355;0.018275502;0.013660625;0.024764636;0.023692027;0.023678457;0.030097026;0.027939493;0.026086051;0.033310915;0.027839968;0.019786604;0.021241788;0.022389589
Q6CI43;0.012586218;0.010891005;0.007407902;0.010538346;0.008993699;0.0101693;0.007915041;0.009948496;0.010170829;0.010152349;0.007622459;0.010639578;0.006357819;0.009168014;0.006757935
Q92389;0.008637756;0.005775517;0.00571355;0.006544263;0.005999836;0.00769535;0.009042363;0.013461792;0.011301868;0.008964148;0.007261704;0.012103611;0.006199632;0.005929997;0.007399424
Q6C8P8;0.016459941;0.013270127;0.01364669;0.010911764;0.016008762;0.014662138;0.016794347;0.014826643;0.017712749;0.019315087;0.02043082;0.020440927;0.016565572;0.02183306;0.018485392
Q6CHJ2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C4T9;0.138100946;0.129533801;0.097018251;0.055108139;0.11196519;0.128019876;0.127021333;0.167002217;0.165455575;0.171961036;0.132875876;0.15571443;0.113090259;0.156544733;0.14601425
Q6C4A6;0.032506327;0.032066475;0.02274219;0.021433374;0.03200382;0.03383675;0.017762446;0.020554224;0.016370002;0.019363732;0.00945675;0.02176579;0.019277117;0.021601846;0.035215218
Q6CAH7;0.011909019;0.010583425;0.010042725;0.013350838;0.010365211;0.012061934;0.014957244;0.019456418;0.017420023;0.018332602;0.027707119;0.02116392;0.017541777;0.019836002;0.016957851
Q6C935;0.01934194;0.014512445;0.022445818;0.081673487;0.029832279;0.025706866;0.033008308;0.037960534;0.031069005;0.032403335;0.032874447;0.031820266;0.029871366;0.031988973;0.039955333
Q6CBC3;0.066412338;0.070269873;0.046849993;0.13163129;0.069245966;0.064974693;0.056337624;0.05719228;0.062227388;0.051590275;0.042844987;0.049749714;0.045214124;0.053649712;0.066786996
Q6BZX0;0.008170826;0.005472602;0.005085173;0.002989322;0.005867553;0.005069149;0.004409694;0.005844186;0.004418408;0.006706272;0.008841471;0.006162627;0.00439522;0.004825215;0.007149386
Q6C2U5;0.001392938;0.001803842;0.010230303;0.090552923;0.043805185;0.012004701;0.027533181;0.029173156;0.010300742;0.009965963;0.029295976;0.011581628;0.043090211;0.024621724;0.051733443
Q6C4J8;0.007144596;0.005895573;0.003759591;0.005416774;0.006442295;0.00585312;0.00371648;0.005251429;0.003927932;0.004117983;0.003127125;0.004418025;0.003834293;0.004892108;0.005345501
Q6C8A9;0.016318359;0.017800403;0.014832944;0.031798086;0.016487837;0.019784299;0.022607351;0.027758788;0.026459492;0.025197544;0.032047017;0.031948703;0.025005093;0.029643339;0.029008761
Q6C2N3;0.03367967;0.022107808;0.010134332;0.060241595;0.036566359;0.026527353;0.00492646;0.007188126;0.004585589;0.002953712;0.004296508;0.003308353;0.005073531;0.005463793;0.009748016
Q6CGA3;0.003841017;0.003206996;0.002183527;0.001296446;0.002560968;0.002828752;0.002476043;0.003019255;0.003783525;0.003161616;0.002194622;0.003323307;0.002446432;0.002885136;0.002677289
Q6BZZ1;0.001653633;0.001341946;0.001577083;0.004353583;0.002481788;0.002399392;0.003475887;0.003915215;0.002794697;0.002944903;0.002819979;0.003226117;0.003116162;0.003318465;0.004030714
Q6C3V5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6C357;0.025484597;0.025614663;0.01755829;0.016620369;0.017444679;0.019137334;0.029709368;0.038024834;0.034560689;0.047990633;0.039002197;0.048163636;0.021682008;0.028447825;0.026223223
